time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/time_elapsed,train/clip_fraction,train/explained_variance,train/approx_kl,train/learning_rate,train/entropy_loss,train/n_updates,train/value_loss,train/std,train/clip_range,train/loss,train/policy_gradient_loss
260,-0.16821099999999997,1.0,16640,1311,12,0.0703125,0.041645705699920654,0.013380624,0.0003,-1.5356398820877075,2590,0.01980495881289244,0.5213099718093872,0.2,-0.013629506342113018,-0.01488336008042097
261,-0.20447052,1.0,16704,1311,12,0.009375,0.1874147653579712,0.004303339,0.0003,-1.5305397629737854,2600,0.027384950034320354,0.5199229717254639,0.2,-0.007985472679138184,-0.009513306338340044
262,-0.18902715,1.0,16768,1311,12,0.0609375,0.0784255862236023,0.015410303,0.0003,-1.5253266215324401,2610,0.037997860461473465,0.5187458992004395,0.2,-0.015656985342502594,-0.02487692777067423
263,-0.15971535000000003,1.0,16832,1311,12,0.0203125,0.14786750078201294,0.0066677015,0.0003,-1.5207015752792359,2620,0.03463173322379589,0.517365574836731,0.2,-6.177648901939392e-05,-0.00889198062941432
264,-0.16608879000000001,1.0,16896,1311,12,0.0328125,0.07437360286712646,0.01037586,0.0003,-1.5146853566169738,2630,0.02812695950269699,0.5156609416007996,0.2,-0.004825955256819725,-0.010532234236598015
265,-0.18242398999999998,1.0,16960,1312,12,0.040625,0.07506519556045532,0.011038157,0.0003,-1.50832861661911,2640,0.04033302366733551,0.5143032670021057,0.2,-0.007662609219551086,-0.013954468816518784
266,-0.15359874,1.0,17024,1311,12,0.0171875,-0.007428288459777832,0.0070688752,0.0003,-1.5039231300354003,2650,0.04362370520830154,0.5132859349250793,0.2,-0.020069170743227005,-0.015076563600450755
267,-0.13069839,1.0,17088,1312,13,0.0234375,0.13650578260421753,0.006520818,0.0003,-1.4999201536178588,2660,0.026217094250023366,0.5122041702270508,0.2,-0.005661035887897015,-0.006289207190275192
268,-0.14361645999999997,1.0,17152,1311,13,0.0140625,0.16318202018737793,0.0062516555,0.0003,-1.495785367488861,2670,0.01850995197892189,0.5111933350563049,0.2,-0.0078057171776890755,-0.004498225264251232
269,-0.17473509999999998,1.0,17216,1311,13,0.0,-0.042751431465148926,0.0006333869,0.0003,-1.491449773311615,2680,0.03398892916738987,0.5098627805709839,0.2,0.01340971514582634,0.0009646029211580753
270,-0.18768746,1.0,17280,1311,13,0.0453125,0.17085951566696167,0.009825079,0.0003,-1.4858637571334838,2690,0.024943170696496965,0.5084376335144043,0.2,-0.009094453416764736,-0.0125036739744246
271,-0.17832265,1.0,17344,1312,13,0.0390625,0.0885651707649231,0.007758693,0.0003,-1.4803826212882996,2700,0.031302906945347785,0.5070736408233643,0.2,-0.01227167621254921,-0.01557199340313673
272,-0.18994371000000002,1.0,17408,1312,13,0.03125,0.05163031816482544,0.008109341,0.0003,-1.4746860146522522,2710,0.03193747773766518,0.5054177641868591,0.2,0.0007385984063148499,-0.009526038449257613
273,-0.16720423,1.0,17472,1312,13,0.075,0.16222375631332397,0.015922386,0.0003,-1.467928373813629,2720,0.037113482132554054,0.503780722618103,0.2,-0.019026480615139008,-0.02274345885962248
274,-0.13895745999999998,1.0,17536,1312,13,0.0,0.1418522596359253,0.0017704638,0.0003,-1.4618446826934814,2730,0.017482106387615205,0.5023582577705383,0.2,-0.010535694658756256,-0.005834346218034625
275,-0.13773443999999999,1.0,17600,1312,13,0.059375,0.000700831413269043,0.012846244,0.0003,-1.4566607475280762,2740,0.03435392528772354,0.5011341571807861,0.2,-0.007515765726566315,-0.01765888910740614
276,-0.15177742000000002,1.0,17664,1312,13,0.003125,0.08213227987289429,0.0036369357,0.0003,-1.451759362220764,2750,0.01967223584651947,0.49993157386779785,0.2,-0.011451360769569874,-0.007031631004065275
277,-0.1745497,1.0,17728,1313,13,0.0984375,-0.0018268823623657227,0.0155169545,0.0003,-1.4467294573783875,2760,0.026504098251461983,0.4985034167766571,0.2,-0.0016143899410963058,-0.011734879203140735
278,-0.20833630999999997,1.0,17792,1313,13,0.015625,-0.05406200885772705,0.0050944667,0.0003,-1.440834653377533,2770,0.05125538930296898,0.49712687730789185,0.2,-0.0046392083168029785,-0.0133746899664402
279,-0.22887221999999993,1.0,17856,1313,13,0.06875,0.03091609477996826,0.015912727,0.0003,-1.4356244683265686,2780,0.03978393711149693,0.4958697557449341,0.2,-0.017812930047512054,-0.024947246070951223
280,-0.20881880999999994,1.0,17920,1312,13,0.0578125,0.10990232229232788,0.013338895,0.0003,-1.4305747270584106,2790,0.04097773358225822,0.4945857524871826,0.2,-0.0036538559943437576,-0.017294503515586257
281,-0.16217660000000003,1.0,17984,1313,13,0.003125,0.04767066240310669,0.0026588514,0.0003,-1.4254850029945374,2800,0.025410027243196964,0.4934108257293701,0.2,-0.008467854000627995,-0.007403516210615635
282,-0.15597911,1.0,18048,1313,13,0.01875,0.0785822868347168,0.006312943,0.0003,-1.4206387758255006,2810,0.023433740623295306,0.49210721254348755,0.2,-0.011755365878343582,-0.012065927358344197
283,-0.15633559,1.0,18112,1313,13,0.0515625,0.0006632208824157715,0.01025766,0.0003,-1.4148614168167115,2820,0.03558716326951981,0.49067896604537964,0.2,0.006357412785291672,-0.008597016986459493
284,-0.14886957,1.0,18176,1313,13,0.0328125,0.11726498603820801,0.010914033,0.0003,-1.4098596453666687,2830,0.027566104009747506,0.48968568444252014,0.2,-0.03343162685632706,-0.022086711786687373
285,-0.10810262,1.0,18240,1313,13,0.096875,0.14131271839141846,0.014735934,0.0003,-1.4057955503463746,2840,0.01857280731201172,0.48861706256866455,0.2,-0.0044193994253873825,-0.007595543563365936
286,-0.13437937000000003,1.0,18304,1314,13,0.0109375,-0.05945861339569092,0.0043670954,0.0003,-1.4013567447662354,2850,0.017507144063711167,0.4875812828540802,0.2,-0.015312512405216694,-0.01239023944362998
287,-0.17162341999999994,1.0,18368,1313,13,0.0,0.06584209203720093,0.0014981991,0.0003,-1.3972543835639955,2860,0.02503775227814913,0.48668280243873596,0.2,0.0023943092674016953,0.0003025168552994728
288,-0.16085662,1.0,18432,1314,14,0.0,0.19511044025421143,0.0025716666,0.0003,-1.3927374958992005,2870,0.02776192706078291,0.48518723249435425,0.2,0.012038414366543293,-0.00033610081300139427
289,-0.16498249999999998,1.0,18496,1313,14,0.0203125,0.15231364965438843,0.007963901,0.0003,-1.3859733819961548,2880,0.026156676933169365,0.48349887132644653,0.2,-0.014908969402313232,-0.01403943244367838
290,-0.17569434,1.0,18560,1312,14,0.0,-0.055625200271606445,0.00036623888,0.0003,-1.3789286136627197,2890,0.038974908739328386,0.48175084590911865,0.2,0.011364934965968132,-0.0008673093281686306
291,-0.19007481,1.0,18624,1312,14,0.0,0.008596420288085938,0.0022687307,0.0003,-1.3721722960472107,2900,0.027880643494427204,0.48031243681907654,0.2,-0.006074920296669006,-0.007050245720893145
292,-0.18464368,1.0,18688,1313,14,0.0140625,0.001808762550354004,0.004751683,0.0003,-1.3665887475013734,2910,0.0431645855307579,0.4790283143520355,0.2,0.002487320452928543,-0.009160577040165662
293,-0.16463778,1.0,18752,1312,14,0.071875,0.0487821102142334,0.012512776,0.0003,-1.3613245964050293,2920,0.03046339489519596,0.47784483432769775,0.2,0.008717278949916363,-0.007313250005245209
294,-0.15541259,1.0,18816,1312,14,0.009375,-0.042736053466796875,0.005634331,0.0003,-1.3565460801124574,2930,0.041668685898184774,0.4766530990600586,0.2,-0.007011912763118744,-0.012182247824966908
295,-0.15078658999999997,1.0,18880,1313,14,0.003125,0.10818558931350708,0.0028165914,0.0003,-1.3507370233535767,2940,0.03055700473487377,0.4750797748565674,0.2,0.0014793239533901215,-0.006240047607570886
296,-0.16827162999999998,1.0,18944,1313,14,0.0234375,-0.1320418119430542,0.0055616517,0.0003,-1.3439326524734496,2950,0.03761030659079552,0.4735930860042572,0.2,0.005018996074795723,-0.008733349293470383
297,-0.18135326,1.0,19008,1313,14,0.0140625,-0.02417600154876709,0.00594843,0.0003,-1.338202166557312,2960,0.03918231911957264,0.47225406765937805,0.2,0.003810454159975052,-0.008904700446873904
298,-0.15582735999999997,1.0,19072,1313,14,0.0078125,0.07493209838867188,0.0062794294,0.0003,-1.332634949684143,2970,0.027622842602431773,0.4710184633731842,0.2,-0.003706446848809719,-0.006036512739956379
299,-0.12860870000000002,1.0,19136,1313,14,0.1015625,0.08088326454162598,0.013051989,0.0003,-1.3273987650871277,2980,0.029460281506180762,0.4697251617908478,0.2,0.0027271462604403496,-0.010418428108096123
300,-0.16863856000000002,1.0,19200,1313,14,0.003125,0.08797794580459595,0.0021290462,0.0003,-1.322058117389679,2990,0.018906674906611444,0.46857142448425293,0.2,-0.007005097344517708,-0.006148139946162701
301,-0.20261401999999998,1.0,19264,1313,14,0.0109375,0.04744362831115723,0.0047303624,0.0003,-1.316693413257599,3000,0.03781372159719467,0.4670741558074951,0.2,0.009469708427786827,-0.004052530648186803
302,-0.15961831999999998,1.0,19328,1313,14,0.003125,0.08041912317276001,0.0038883453,0.0003,-1.3100039839744568,3010,0.037553907930850984,0.46563267707824707,0.2,-0.009341025725007057,-0.00889852000400424
303,-0.14503472999999997,1.0,19392,1314,14,0.025,-0.022122859954833984,0.0067344196,0.0003,-1.3044207215309143,3020,0.02543458715081215,0.4644814729690552,0.2,-0.0008794562891125679,-0.007285522483289242
304,-0.16601641,1.0,19456,1313,14,0.0421875,0.0798068642616272,0.0110453265,0.0003,-1.3000952363014222,3030,0.024624373018741607,0.4636635184288025,0.2,-0.049889709800481796,-0.03154861312359571
305,-0.17751739,1.0,19520,1314,14,0.0,0.08576124906539917,0.00015619397,0.0003,-1.296782171726227,3040,0.03582497797906399,0.4629122316837311,0.2,0.018897756934165955,0.005196560174226761
306,-0.16237491,1.0,19584,1314,14,0.040625,0.09369200468063354,0.007583023,0.0003,-1.2934362530708312,3050,0.031151586398482322,0.46213653683662415,0.2,-0.001757534220814705,-0.011029498744755983
307,-0.15947766,1.0,19648,1314,14,0.04375,0.08824306726455688,0.008331601,0.0003,-1.2894652724266051,3060,0.023358053900301455,0.46091753244400024,0.2,0.0033043473958969116,-0.005935060977935791
308,-0.13896938,1.0,19712,1314,14,0.0,0.10364353656768799,0.0037474474,0.0003,-1.2836931347846985,3070,0.02639299649745226,0.45968765020370483,0.2,-0.01795012317597866,-0.012459579296410084
309,-0.17821225000000002,1.0,19776,1314,15,0.0,0.09008681774139404,0.0008568149,0.0003,-1.278846061229706,3080,0.024036798253655435,0.45865577459335327,0.2,0.010079710744321346,0.001547849364578724
310,-0.13742693,1.0,19840,1314,15,0.0265625,0.039509475231170654,0.009240287,0.0003,-1.2746012210845947,3090,0.03730171844363213,0.45777803659439087,0.2,-0.021165499463677406,-0.02284781727939844
311,-0.12357588000000001,1.0,19904,1314,15,0.0703125,0.163824200630188,0.013878826,0.0003,-1.2704782247543336,3100,0.020496194809675218,0.4567241072654724,0.2,-0.01480805967003107,-0.01661324957385659
312,-0.14610835000000003,1.0,19968,1314,15,0.01875,0.09534144401550293,0.0062044924,0.0003,-1.2656585812568664,3110,0.014671592321246863,0.45562469959259033,0.2,-0.0164082832634449,-0.011115000303834676
313,-0.13753511999999998,1.0,20032,1314,15,0.0421875,0.07038873434066772,0.009829879,0.0003,-1.2606871366500854,3120,0.02628601398319006,0.45432060956954956,0.2,-0.0035808831453323364,-0.009514024294912816
314,-0.16739547999999999,1.0,20096,1314,15,0.0140625,0.08092021942138672,0.006009234,0.0003,-1.2549981355667115,3130,0.025322051160037516,0.4530969560146332,0.2,-0.0015803221613168716,-0.0046943390741944315
315,-0.20051535,1.0,20160,1314,15,0.09375,0.052647948265075684,0.017460309,0.0003,-1.2500560522079467,3140,0.03202909957617521,0.45204490423202515,0.2,-0.006862889043986797,-0.014429336413741112
316,-0.20916218000000003,1.0,20224,1314,15,0.0265625,0.14540207386016846,0.008104727,0.0003,-1.245244073867798,3150,0.0395178321748972,0.450783908367157,0.2,0.010844757780432701,-0.006815006118267774
317,-0.16599994999999995,1.0,20288,1314,15,0.0046875,0.012332141399383545,0.0030289069,0.0003,-1.2395668268203734,3160,0.03209633231163025,0.44953304529190063,0.2,-0.006082032807171345,-0.009057335928082466
318,-0.15958039000000002,1.0,20352,1314,15,0.00625,-0.02383875846862793,0.0027070744,0.0003,-1.2340303182601928,3170,0.0352086752653122,0.4482637643814087,0.2,-0.005789298564195633,-0.009236530121415853
319,-0.15514324999999998,1.0,20416,1314,15,0.046875,0.08156627416610718,0.012232325,0.0003,-1.228747832775116,3180,0.02489156611263752,0.44723185896873474,0.2,-0.029397442936897278,-0.020180763397365808
320,-0.15678325,1.0,20480,1315,15,0.103125,0.15580075979232788,0.019158695,0.0003,-1.2246743321418763,3190,0.020342944376170635,0.44641056656837463,0.2,-0.009369749575853348,-0.013472327962517738
321,-0.16667154,1.0,20544,1314,15,0.0015625,0.03128337860107422,0.0025818609,0.0003,-1.2208991289138793,3200,0.03368000350892544,0.4455256164073944,0.2,0.0077207330614328384,-0.0027022380381822586
322,-0.15745705999999998,1.0,20608,1314,15,0.0,0.030827045440673828,0.00089399796,0.0003,-1.2164820671081542,3210,0.03976280614733696,0.4444277286529541,0.2,0.01060306467115879,-0.0009663618169724941
323,-0.15837143999999997,1.0,20672,1314,15,0.0015625,0.14316010475158691,0.004678716,0.0003,-1.2111716628074647,3220,0.02244681641459465,0.4432041049003601,0.2,0.004476258531212807,-0.002465579379349947
324,-0.12690248,1.0,20736,1315,15,0.0,0.08534824848175049,0.0014033923,0.0003,-1.2049984574317931,3230,0.026972066052258013,0.44162121415138245,0.2,0.006008020602166653,-0.0026351273991167545
325,-0.12468226000000002,1.0,20800,1314,15,0.040625,0.020607471466064453,0.00988492,0.0003,-1.197859799861908,3240,0.0272545900195837,0.4402908682823181,0.2,-0.01003855187445879,-0.015077482163906097
326,-0.16307255999999998,1.0,20864,1314,15,0.025,0.010277092456817627,0.0059342873,0.0003,-1.192700982093811,3250,0.029343564063310623,0.43929392099380493,0.2,-0.006147448904812336,-0.012453116476535797
327,-0.19401051,1.0,20928,1314,15,0.028125,0.03735285997390747,0.007924391,0.0003,-1.1879284977912903,3260,0.0481243547052145,0.43807339668273926,0.2,0.009937036782503128,-0.005864404235035181
328,-0.16443755,1.0,20992,1315,15,0.00625,0.01952075958251953,0.0042644865,0.0003,-1.1818434953689576,3270,0.03997181281447411,0.43674835562705994,0.2,-0.0043937768787145615,-0.008842106256633998
329,-0.13923956999999998,1.0,21056,1315,16,0.071875,0.11287122964859009,0.011329385,0.0003,-1.1759271264076232,3280,0.02280906978994608,0.43555623292922974,0.2,0.005482131615281105,-0.006096874549984932
330,-0.1258463,1.0,21120,1315,16,0.0171875,0.111846923828125,0.0068969005,0.0003,-1.1707349181175233,3290,0.018405078537762166,0.4344799220561981,0.2,-0.002994106151163578,-0.006306079868227244
331,-0.12846639,1.0,21184,1315,16,0.0140625,0.05390286445617676,0.00477432,0.0003,-1.1653676152229309,3300,0.01761571615934372,0.43326014280319214,0.2,-0.010902472771704197,-0.008488102443516254
332,-0.1286723,1.0,21248,1315,16,0.0328125,0.03130900859832764,0.008859525,0.0003,-1.1596468567848206,3310,0.018670657835900783,0.43198975920677185,0.2,-0.021300502121448517,-0.017180442344397306
333,-0.16278396999999997,1.0,21312,1315,16,0.0,-0.018249154090881348,0.0004427815,0.0003,-1.153933036327362,3320,0.027076089940965175,0.4308573007583618,0.2,0.0052078599110245705,0.0006915854290127754
334,-0.14424162000000001,1.0,21376,1315,16,0.0,0.10296916961669922,0.0006006891,0.0003,-1.148607063293457,3330,0.04235413260757923,0.42960432171821594,0.2,0.009172514081001282,-0.0017082508653402328
335,-0.17642110000000003,1.0,21440,1314,16,0.003125,0.10772621631622314,0.0034684604,0.0003,-1.1423335909843444,3340,0.026105613633990287,0.42819613218307495,0.2,-0.004555376246571541,-0.0063867921940982345
336,-0.16190029,1.0,21504,1314,16,0.003125,0.03208661079406738,0.002983638,0.0003,-1.1358674883842468,3350,0.04711453840136528,0.4269393980503082,0.2,-0.00041552819311618805,-0.006918768538162113
337,-0.15284920999999999,1.0,21568,1314,16,0.0,0.14928877353668213,0.0011041202,0.0003,-1.1302966833114625,3360,0.021420622803270818,0.4257732629776001,0.2,0.00452573224902153,0.00015586782246828078
338,-0.17806713999999998,1.0,21632,1314,16,0.0,-0.018201470375061035,0.0024805088,0.0003,-1.1250143766403198,3370,0.04843505769968033,0.42477893829345703,0.2,-0.0063317399471998215,-0.004946459271013737
339,-0.13284185,1.0,21696,1314,16,0.075,-0.007737636566162109,0.0074744965,0.0003,-1.1202545166015625,3380,0.03178065083920956,0.42370733618736267,0.2,0.007736308500170708,-0.006057227961719036
340,-0.16347085,1.0,21760,1314,16,0.0515625,0.09117215871810913,0.011663122,0.0003,-1.1155015587806703,3390,0.01749962717294693,0.42275720834732056,0.2,-0.010607350617647171,-0.014534167200326919
341,-0.14083939,1.0,21824,1314,16,0.0203125,0.06441915035247803,0.0080277305,0.0003,-1.1111524105072021,3400,0.04475717432796955,0.4218868613243103,0.2,-0.008954029530286789,-0.014009185880422593
342,-0.14720647,1.0,21888,1315,16,0.1015625,0.1026114821434021,0.019248277,0.0003,-1.1067646503448487,3410,0.0200028782710433,0.4208724796772003,0.2,-0.0012554377317428589,-0.01211105827242136
343,-0.16001164999999998,1.0,21952,1314,16,0.0,0.07234644889831543,0.0018855277,0.0003,-1.1015007376670838,3420,0.023881649784743785,0.419601172208786,0.2,0.005217568017542362,-0.002905786572955549
344,-0.1436811,1.0,22016,1314,16,0.0234375,0.08803772926330566,0.0051728687,0.0003,-1.0948729634284973,3430,0.029428968951106072,0.4182451367378235,0.2,0.0009679608047008514,-0.008583450131118298
345,-0.15492213999999999,1.0,22080,1313,16,0.0703125,0.050929486751556396,0.013560512,0.0003,-1.0887454986572265,3440,0.01761156376451254,0.41703587770462036,0.2,-0.013106155209243298,-0.015654612705111502
346,-0.14562565000000002,1.0,22144,1314,16,0.0390625,0.12460029125213623,0.010559503,0.0003,-1.0829459428787231,3450,0.026512232050299643,0.4159221053123474,0.2,-0.010139405727386475,-0.013712834939360619
347,-0.09068029,1.0,22208,1314,16,0.0109375,0.11481893062591553,0.0067419466,0.0003,-1.0779886841773987,3460,0.018283080868422986,0.4149933159351349,0.2,-0.018121907487511635,-0.009449409693479538
348,-0.13226781999999998,1.0,22272,1314,16,0.1453125,6.127357482910156e-05,0.026644804,0.0003,-1.073924970626831,3470,0.01033409172669053,0.4142915904521942,0.2,-0.03496763855218887,-0.030037633143365383
349,-0.1488975,1.0,22336,1314,16,0.0046875,0.027886390686035156,0.0050250185,0.0003,-1.0707017421722411,3480,0.041048219054937364,0.41363999247550964,0.2,0.001329449936747551,-0.007327752187848091
350,-0.17068449000000002,1.0,22400,1314,17,0.046875,-0.06338191032409668,0.008961629,0.0003,-1.0667089939117431,3490,0.023697658628225326,0.41252124309539795,0.2,0.002738996408879757,-0.007630652282387018
351,-0.12141993999999999,1.0,22464,1315,17,0.0015625,0.06256520748138428,0.0022461722,0.0003,-1.0605886697769165,3500,0.03665173724293709,0.41112205386161804,0.2,0.0035711973905563354,-0.005754198879003525
352,-0.13651237,1.0,22528,1315,17,0.078125,0.009710192680358887,0.019893352,0.0003,-1.0541336297988892,3510,0.019671771302819253,0.4099208116531372,0.2,-0.04025465250015259,-0.029197613708674908
353,-0.14366426,1.0,22592,1315,17,0.0,0.07813823223114014,0.00019427389,0.0003,-1.0484009504318237,3520,0.03932638429105282,0.40880292654037476,0.2,0.013948043808341026,0.002048399951308966
354,-0.12249861000000001,1.0,22656,1315,17,0.00625,0.07941019535064697,0.0042167017,0.0003,-1.0430710792541504,3530,0.029138019867241384,0.4076763093471527,0.2,-0.0034668222069740295,-0.008124557323753834
355,-0.12705142,1.0,22720,1315,17,0.009375,0.06515306234359741,0.003994703,0.0003,-1.03690265417099,3540,0.026849615201354027,0.40629035234451294,0.2,0.004857795313000679,-0.00470738997682929
356,-0.15553928,1.0,22784,1315,17,0.009375,-0.01977992057800293,0.0053350213,0.0003,-1.0305191040039063,3550,0.03563431575894356,0.4051940441131592,0.2,-0.014911577105522156,-0.011780857387930155
357,-0.12386908999999999,1.0,22848,1315,17,0.0953125,-0.05509793758392334,0.020760562,0.0003,-1.0254831075668336,3560,0.037031034380197524,0.4042218327522278,0.2,-0.007505355402827263,-0.02294605579227209
358,-0.12412787000000002,1.0,22912,1315,17,0.0,0.04464215040206909,0.0016864878,0.0003,-1.0206608057022095,3570,0.016464181803166868,0.4032254219055176,0.2,-0.007658950984477997,-0.005533018056303263
359,-0.11624974,1.0,22976,1315,17,0.078125,-0.0003483295440673828,0.014944535,0.0003,-1.015782403945923,3580,0.016504852287471294,0.40220439434051514,0.2,-0.018720421940088272,-0.016061825677752495
360,-0.11946788,1.0,23040,1315,17,0.0375,0.13203692436218262,0.007869151,0.0003,-1.0103672742843628,3590,0.01636710073798895,0.40101444721221924,0.2,-0.0018390724435448647,-0.0061176356859505175
361,-0.14279237999999997,1.0,23104,1316,17,0.0546875,0.12159097194671631,0.013583896,0.0003,-1.0049110293388366,3600,0.01964358873665333,0.4001360535621643,0.2,-0.02751593291759491,-0.018632411025464535
362,-0.11658159000000003,1.0,23168,1316,17,0.021875,-0.019569993019104004,0.005736677,0.0003,-1.0008832216262817,3610,0.03895583190023899,0.3993062973022461,0.2,0.01119397021830082,-0.0035620832815766333
363,-0.11286901,1.0,23232,1316,17,0.0109375,0.05723017454147339,0.0077519855,0.0003,-0.9967905879020691,3620,0.018250232562422752,0.39859917759895325,0.2,-0.050726041197776794,-0.022066439455375075
364,-0.12961950999999997,1.0,23296,1316,17,0.06875,-0.0015259981155395508,0.013000988,0.0003,-0.9936174273490905,3630,0.020201966166496277,0.3979894816875458,0.2,-0.013774237595498562,-0.012666372023522854
365,-0.16265639,1.0,23360,1316,17,0.0234375,-0.0012061595916748047,0.0057074456,0.0003,-0.9897213339805603,3640,0.03554190881550312,0.39686068892478943,0.2,0.012575026601552963,-0.0037533984519541263
366,-0.13509034,1.0,23424,1316,17,0.00625,0.03515207767486572,0.0037621306,0.0003,-0.9839231789112091,3650,0.043356725573539735,0.39585161209106445,0.2,-0.007577123120427132,-0.012359599955379963
367,-0.10974361999999999,1.0,23488,1316,17,0.0,-0.011743783950805664,0.0002534585,0.0003,-0.9793860375881195,3660,0.026709268055856227,0.3950212001800537,0.2,0.00589834526181221,0.0019425870850682259
368,-0.12240158000000002,1.0,23552,1316,17,0.0,0.01647132635116577,0.0014963183,0.0003,-0.9745804250240326,3670,0.019805203564465045,0.3938012719154358,0.2,0.005798310041427612,-0.001053469069302082
